qid,cid,relevance,label_source,notes
sbert-v2-profile-04801,sbert-v2-job-db80daa3ce9603fe447a,1,silver_heuristic,hard negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-04801,sbert-v2-job-2e0b81578f739d94562a,1,silver_heuristic,hard negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-04801,sbert-v2-job-88bc098a8732c14c052a,1,silver_heuristic,hard negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-04801,sbert-v2-job-91d8b46eee9731359c16,1,silver_heuristic,adversarial negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-04802,sbert-v2-job-a2f5412761476ab98311,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04802,sbert-v2-job-44f82fa94c8da2d349ef,0,silver_heuristic,easy negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-04802,sbert-v2-job-59ae01da302e90ec503e,0,silver_heuristic,easy negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-04802,sbert-v2-job-c0eaaf858973c4f0b121,0,silver_heuristic,medium negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-04802,sbert-v2-job-75cdbf189e47f0068999,0,silver_heuristic,medium negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-04802,sbert-v2-job-72162a62349d05d3b5a9,0,silver_heuristic,medium negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-04802,sbert-v2-job-3645ccccd37457a54297,0,silver_heuristic,medium negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-04802,sbert-v2-job-39d632741e002ac69d2b,1,silver_heuristic,hard negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-04802,sbert-v2-job-aff46d120a420248759a,1,silver_heuristic,hard negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-04802,sbert-v2-job-37d336867a65bd7b35de,1,silver_heuristic,hard negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-04802,sbert-v2-job-7dc84084914ebe5a766d,1,silver_heuristic,adversarial negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-04803,sbert-v2-job-e1410028fb47eabe6a1e,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04803,sbert-v2-job-c35a63b9667d9bf66ca7,0,silver_heuristic,easy negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-04803,sbert-v2-job-230c92d3c817d0b42d5e,0,silver_heuristic,easy negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-04803,sbert-v2-job-33065ffee24806515827,0,silver_heuristic,medium negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-04803,sbert-v2-job-ae81a4a5fc0cf98dd3ce,0,silver_heuristic,medium negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-04803,sbert-v2-job-7b34308a312bc23278e9,0,silver_heuristic,medium negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-04803,sbert-v2-job-61960b0a3c72e1e8a1ec,0,silver_heuristic,medium negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-04803,sbert-v2-job-593c8c1f0c0c15303f44,1,silver_heuristic,hard negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-04803,sbert-v2-job-bbc6d93c688240af247f,1,silver_heuristic,hard negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-04803,sbert-v2-job-b39a1e3fbd2955b3da14,1,silver_heuristic,hard negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-04803,sbert-v2-job-f5b03dad1b89ec500937,1,silver_heuristic,adversarial negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-04804,sbert-v2-job-f89271afe56143adff8c,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04804,sbert-v2-job-d65659bfbbd4b20ca220,0,silver_heuristic,easy negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-04804,sbert-v2-job-eae6afbb92b428c1de10,0,silver_heuristic,easy negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-04804,sbert-v2-job-f19ab0aede3dacf35d3e,0,silver_heuristic,medium negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-04804,sbert-v2-job-8d29b9faabb7995981ff,0,silver_heuristic,medium negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-04804,sbert-v2-job-ca03f9ca96856e220888,1,silver_heuristic,hard negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-04804,sbert-v2-job-2013f9ead08d3e67788f,1,silver_heuristic,hard negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-04804,sbert-v2-job-75e016d82694f166d730,1,silver_heuristic,hard negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-04804,sbert-v2-job-4bde9902a1f679397535,1,silver_heuristic,adversarial negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-04805,sbert-v2-job-514bb65233040c3de771,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04805,sbert-v2-job-f7a91e80c62fdbf29550,0,silver_heuristic,easy negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-04805,sbert-v2-job-e2400aa56c05de845bb7,0,silver_heuristic,easy negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-04805,sbert-v2-job-c33bfced7ec06c48b6e0,1,silver_heuristic,hard negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-04805,sbert-v2-job-de8ccb6d5e4b6f6fecbb,1,silver_heuristic,hard negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-04805,sbert-v2-job-e3e789c4897f282cd1b1,1,silver_heuristic,hard negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-04805,sbert-v2-job-6535c64894544a74d7ef,1,silver_heuristic,adversarial negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-04806,sbert-v2-job-c5399fc8069db7cad46f,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04806,sbert-v2-job-bbb2a81f949a5a35933c,0,silver_heuristic,easy negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-04806,sbert-v2-job-cc262b86615684d417ef,0,silver_heuristic,easy negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-04806,sbert-v2-job-50561731c5625ac3db5b,1,silver_heuristic,adversarial negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-04807,sbert-v2-job-59d097f6d26c7a29a3c8,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04807,sbert-v2-job-26d1756b05f32ced94bf,0,silver_heuristic,easy negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-04807,sbert-v2-job-47ff79b131ecee2a25f3,0,silver_heuristic,easy negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-04807,sbert-v2-job-7f3afa56c9e139065e1b,1,silver_heuristic,adversarial negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-04808,sbert-v2-job-2659ddedad02ab3cd48b,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04808,sbert-v2-job-e5e68623693cac701c69,0,silver_heuristic,easy negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-04808,sbert-v2-job-ef317a547d6239fe13b4,0,silver_heuristic,easy negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-04808,sbert-v2-job-4be93abb1f95d59d4577,1,silver_heuristic,adversarial negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-04809,sbert-v2-job-922e8ed8a513cfd93751,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04809,sbert-v2-job-a06a6dfeb50d27335839,1,silver_heuristic,adversarial negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-04810,sbert-v2-job-cebaeb7f04af768cf3bd,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04810,sbert-v2-job-cad63b820c23ea348213,1,silver_heuristic,adversarial negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-04811,sbert-v2-job-ef33b5ba8bcdc68a4aaa,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04811,sbert-v2-job-7c08c643a0cb3d2d8915,1,silver_heuristic,adversarial negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-04812,sbert-v2-job-72162a62349d05d3b5a9,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04812,sbert-v2-job-2659ddedad02ab3cd48b,1,silver_heuristic,adversarial negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-04813,sbert-v2-job-66968dda70e2445076be,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04813,sbert-v2-job-f4996c227368f2e69731,1,silver_heuristic,adversarial negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-04814,sbert-v2-job-eded8808795d7f547176,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04814,sbert-v2-job-84b9787e2cb9779c81e3,1,silver_heuristic,adversarial negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-04815,sbert-v2-job-1d7d2a461521c9e75a88,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04815,sbert-v2-job-b1a7e6def92bab1bd6f4,1,silver_heuristic,adversarial negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-04816,sbert-v2-job-53774e7c396b253cb51d,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04816,sbert-v2-job-befd358c176c921f97c6,1,silver_heuristic,adversarial negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-04817,sbert-v2-job-9a6cc04bda6d87cf0467,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04817,sbert-v2-job-5010c454e8f1dfcd73cd,1,silver_heuristic,adversarial negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-04818,sbert-v2-job-3400e40efc5045502ff9,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04819,sbert-v2-job-bfc1289aa5e2e8c5088f,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04820,sbert-v2-job-c9549c5710eacd626d51,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04821,sbert-v2-job-b6b572c99336402dab73,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04822,sbert-v2-job-7613438d7b8064a5c492,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04823,sbert-v2-job-f0b856ff4fbf2ba82876,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04824,sbert-v2-job-b9e31ed46d0fe2d98478,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04825,sbert-v2-job-66f3b40d454972d51cc6,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04826,sbert-v2-job-93ee856d82884e8be914,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04827,sbert-v2-job-e1410028fb47eabe6a1e,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04828,sbert-v2-job-f9eadee7c367bb6d3ac2,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04829,sbert-v2-job-4ac3fd812cd6f98c9ddb,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04830,sbert-v2-job-ee8b64af71a8a5dc84f5,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04831,sbert-v2-job-eac758eab0a6987ea328,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04832,sbert-v2-job-655d8daf181c225b3b4b,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04833,sbert-v2-job-56bc9c2801dbf1def682,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04834,sbert-v2-job-d782455151860fb799ea,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04835,sbert-v2-job-ef33b5ba8bcdc68a4aaa,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04836,sbert-v2-job-a2fa0e2cd4ccd705064d,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04837,sbert-v2-job-66968dda70e2445076be,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04838,sbert-v2-job-eded8808795d7f547176,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04839,sbert-v2-job-435152adfaa887f18f5b,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04840,sbert-v2-job-f9a677f9b39326bc8f1b,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04841,sbert-v2-job-9860a86aea15454b8bc4,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04842,sbert-v2-job-3400e40efc5045502ff9,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04843,sbert-v2-job-bfc1289aa5e2e8c5088f,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04844,sbert-v2-job-c9549c5710eacd626d51,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04845,sbert-v2-job-b6b572c99336402dab73,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04846,sbert-v2-job-7613438d7b8064a5c492,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04847,sbert-v2-job-f0b856ff4fbf2ba82876,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04848,sbert-v2-job-359535bfc52e89721206,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04849,sbert-v2-job-e2507afce814f1bfdb78,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04850,sbert-v2-job-270c084c1e76b2aeb64e,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04851,sbert-v2-job-8ada5e6aa99f2a76e5e5,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04852,sbert-v2-job-4a916479ccb4b2e0f889,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04853,sbert-v2-job-91b3cc0670c69d9f6f61,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04854,sbert-v2-job-a323262e99925586b585,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04855,sbert-v2-job-93b14ad50d2835ffa807,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04856,sbert-v2-job-a0f4fb5812c8cb3d1216,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04857,sbert-v2-job-4efc1b52a71d4361f34f,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04858,sbert-v2-job-318dbed0e4bf1fffc8e5,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04859,sbert-v2-job-5d18236eab0b0627d0b4,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04860,sbert-v2-job-72162a62349d05d3b5a9,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04861,sbert-v2-job-65c031add15d1d4acb89,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04862,sbert-v2-job-ec3340cc75bbf371829a,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04863,sbert-v2-job-aa4f32d4d5a7bdcffbcf,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04864,sbert-v2-job-83ae0571e108c700132d,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04865,sbert-v2-job-9860a86aea15454b8bc4,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04866,sbert-v2-job-a21678d0d612178dd522,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04867,sbert-v2-job-bfc1289aa5e2e8c5088f,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04868,sbert-v2-job-c9549c5710eacd626d51,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04869,sbert-v2-job-b6b572c99336402dab73,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04870,sbert-v2-job-7613438d7b8064a5c492,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04871,sbert-v2-job-f0b856ff4fbf2ba82876,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04872,sbert-v2-job-e894908a84a5095b7498,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04873,sbert-v2-job-9a7306dbbe2e9f28119d,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04874,sbert-v2-job-5df189d3313c6e5a794b,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04875,sbert-v2-job-1ebf567d6ce214318154,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04876,sbert-v2-job-a448bdeee7fc764c77fb,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04877,sbert-v2-job-61bb82f03283647f7877,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04878,sbert-v2-job-1c72157f065132c66c03,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04879,sbert-v2-job-4b37e42effb0c606ae0a,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04880,sbert-v2-job-96eb228f163d4a4e430d,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04881,sbert-v2-job-df4b8b9ac70ea3a1770e,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04882,sbert-v2-job-7e16f57d3ca3a9dd8406,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04883,sbert-v2-job-7ba83139d8611ee8731a,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04884,sbert-v2-job-eb96769248e6c3f30595,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04885,sbert-v2-job-65c031add15d1d4acb89,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04886,sbert-v2-job-9782f9eca038fc8d474c,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04887,sbert-v2-job-1d7d2a461521c9e75a88,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04888,sbert-v2-job-777ba0a83d1278d4cd2b,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04889,sbert-v2-job-83906ea4975b588d3dbf,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04890,sbert-v2-job-a21678d0d612178dd522,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04891,sbert-v2-job-bfc1289aa5e2e8c5088f,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04892,sbert-v2-job-c9549c5710eacd626d51,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04893,sbert-v2-job-b6b572c99336402dab73,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04894,sbert-v2-job-7613438d7b8064a5c492,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04895,sbert-v2-job-f0b856ff4fbf2ba82876,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04896,sbert-v2-job-cb8df31db59df48d4c0d,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04897,sbert-v2-job-61c321fc13e302817701,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04898,sbert-v2-job-84b9787e2cb9779c81e3,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04899,sbert-v2-job-df8b572d96a8738dc6cf,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04900,sbert-v2-job-ddab03ba41c721d3807c,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04901,sbert-v2-job-1c9eae5936f9f7742f2a,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04902,sbert-v2-job-c7a8274283befb57c61f,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04903,sbert-v2-job-1c0cdb99af912058507d,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04904,sbert-v2-job-f0565914eecc9778ce6f,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04905,sbert-v2-job-79294af272a1c8caa8c9,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04906,sbert-v2-job-f0f5564fd8204b53f156,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04907,sbert-v2-job-7d1e73f3d11d13c28ad0,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04908,sbert-v2-job-cf494340293a8cf78300,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-04909,sbert-v2-job-65c031add15d1d4acb89,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05400,sbert-v2-job-3d1291d1fee895a01994,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05400,sbert-v2-job-46842d8ba4cf3de0f724,0,silver_heuristic,easy negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05400,sbert-v2-job-7cbbfebd4f1ed5bd6db3,0,silver_heuristic,easy negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05400,sbert-v2-job-5010c454e8f1dfcd73cd,0,silver_heuristic,medium negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05400,sbert-v2-job-ee4dbe3f6117d5a42759,0,silver_heuristic,medium negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05400,sbert-v2-job-c431469df758c542a4cc,0,silver_heuristic,medium negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05400,sbert-v2-job-b7be6b4922ebae75f5cf,0,silver_heuristic,medium negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05400,sbert-v2-job-1bdbd16b49444240aca7,1,silver_heuristic,hard negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05400,sbert-v2-job-e6df9a5a228dd41f60a3,1,silver_heuristic,hard negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05400,sbert-v2-job-8b13b2e54e9215afc149,1,silver_heuristic,hard negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05400,sbert-v2-job-fbb2d7fd54d9fd8657e9,1,silver_heuristic,adversarial negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05401,sbert-v2-job-46d97c8ee3c6254ece68,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05401,sbert-v2-job-4e4b68af7dc54086cb80,0,silver_heuristic,easy negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05401,sbert-v2-job-aff7720d04286d027279,0,silver_heuristic,easy negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05401,sbert-v2-job-72ab97c39e9550becea6,0,silver_heuristic,medium negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05401,sbert-v2-job-967b2589b67b6997e516,0,silver_heuristic,medium negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05401,sbert-v2-job-ef7c78170657343103f8,0,silver_heuristic,medium negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05401,sbert-v2-job-2dd15410801546fcea81,0,silver_heuristic,medium negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05401,sbert-v2-job-c6ea35d4d6ce7ce5c4f9,1,silver_heuristic,hard negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05401,sbert-v2-job-99033fb1b62097732368,1,silver_heuristic,hard negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05401,sbert-v2-job-9462d26693d47d816298,1,silver_heuristic,hard negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05401,sbert-v2-job-1a42b2c8fee33bf02e51,1,silver_heuristic,adversarial negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05402,sbert-v2-job-ccc7ba87a9d6bd063705,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05402,sbert-v2-job-8aa3a9b7228aba9fd0df,0,silver_heuristic,easy negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05402,sbert-v2-job-902b923ef74306d75707,0,silver_heuristic,easy negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05402,sbert-v2-job-56bc9c2801dbf1def682,0,silver_heuristic,medium negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05402,sbert-v2-job-e0542e06a659c1ee02f8,0,silver_heuristic,medium negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05402,sbert-v2-job-7c6e10094f0813529aae,0,silver_heuristic,medium negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05402,sbert-v2-job-798d74695a4024753fab,0,silver_heuristic,medium negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05402,sbert-v2-job-8bd2798dd624ff2ad657,1,silver_heuristic,hard negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05402,sbert-v2-job-c0f979b43e2fa82fbf69,1,silver_heuristic,hard negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05402,sbert-v2-job-4d5d9e78f4456e1e3cf3,1,silver_heuristic,hard negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05402,sbert-v2-job-3f3e8b93a2f5923b4a8c,1,silver_heuristic,adversarial negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05403,sbert-v2-job-9f45d649e7c611e610c5,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05403,sbert-v2-job-daf63a1676fa62e5899d,0,silver_heuristic,easy negative: sampled by documented SBERT v2 negative policy
